Name;Type;Damage;Attacks;Decay;Ammo
Laganaus Arms Personal Cannon, SGA Edition;BLP;98;16;2.000;2200
Large Thorifoid Battle Spike Club;Clubs;145;12;34.873;0
Laserfaust PK-44 Outlaw (L);Laser;137;30;6.105;2725
Laserfaust PK-51 Bandit (L);Laser;155;29;7.105;3050
Laserfaust PK-68 Marauder (L);Laser;207;26;9.040;4150
Laserfaust SL-G 10 (L);Laser;140;48;8.315;2509
Legendary Road Crew Axe (L);Axes;8;45; ;0
Leoi Shock Dagger;Shortblades;39;61;9.412;0
Leonis Special Edition (L);BLP;62;46;1.003;1400
Leonis Special Edition, CDF Edition (L);BLP;62;46;0.003;1500
Lichter Carbine;Plasma;86;12;1.500;2000
Lichter Hunting Carbine;Plasma;98;14;0.900;2300
Lokabhu Electrifier Sword;Longblades;44;51;10.637;0
Loughlin Cutter One;Longblades;23;22;5.694;0
Loughlin Cutter One (L);Longblades;23;22;5.600;0
Loughlin Cutter Three;Longblades;53;24;12.844;0
Loughlin Cutter Three (L);Longblades;53;24;12.630;0
Loughlin Cutter Two;Longblades;49;24;12.065;0
Loughlin Cutter Two (L);Longblades;49;24;11.845;0
Loughlin Masher One;Clubs;22;35;5.390;0
Loughlin Masher One (L);Clubs;22;35;5.312;0
Loughlin Masher One, SGA Edition (L);Clubs;24;35; ;0
Loughlin Masher Two;Clubs;32;35;7.820;0
Loughlin Masher Two (L);Clubs;32;35;7.707;0
Loughlin Scratcher One;Shortblades;13;44;3.248;0
Loughlin Scratcher One (L);Shortblades;13;44;3.200;0
Loughlin Scratcher Two;Shortblades;18;42;4.410;0
Loughlin Scratcher Two (L);Shortblades;18;42;4.360;0
Loughlin Smacker One;Power Fist;9;61;2.258;0
Loughlin Smacker One (L);Power Fist;9;61;2.200;0
Loughlin Smacker Three;Power Fist;18;67;4.414;0
Loughlin Smacker Three (L);Power Fist;18;67;4.330;0
Loughlin Smacker Two;Power Fist;12;63;2.969;0
Loughlin Smacker Two (L);Power Fist;12;63;2.910;0
Lunchbox's Wrath (L);BLP;50;49;1.065;1116
M2100;Laser;4;44;0.020;100
Machete (L);Longblades;11;33;2.650;0
Machine Pistol Silenced mk I (L);Laser;5;68;0.112;110
Machine Pistol Silenced mk II (L);Laser;6;70;0.144;131
Machine Pistol Silenced mk III (L);Laser;8;69;0.188;175
Machine Pistol Silenced mk IV (L);Laser;13;70;0.309;284
Machine Pistol Silenced mk IX (L);Laser;33;69; ;722
Machine Pistol Silenced mk V (L);Laser;16;69;0.375;350
Machine Pistol Silenced mk VI (L);Laser;19;70;0.447;415
Machine Pistol Silenced mk VII (L);Laser;23;67;0.522;504
Machine Pistol Silenced mk VIII (L);Laser;28;69;0.669;610
Machine Pistol Silenced mk XII (L);Laser;49;68;1.116;1072
MacMahon Instant Karma (L);Laser;80;80;1.648;1707
MacMahon Instant Karma, CDF Edition (L);Laser;80;80;0.005;1871
MacMahon Redeemer (L);Laser;88;71;1.700;1892
MacMahon Redeemer, CDF Edition (L);Laser;88;71;0.005;2062
MacMahon Vengeance;Laser;82;67;1.707;1768
MacMahon Vengeance (L);Laser;82;67;1.707;1768
MacMahon Vengeance, CDF Edition (L);Laser;82;67;0.005;1938
Maddox 1;BLP;16;35;0.060;400
Maddox 2;BLP;24;38;2.000;400
Maddox 3;BLP;31;48;2.700;500
Maddox 4;BLP;44;71;3.500;700
Maddox 4, Adjusted;BLP;44;78;3.450;700
Maddox 4 GDC (L);BLP;44;74;2.055;865
MAKO Blizzard 1 (L);Longblades;52;39;12.528;0
MAKO Blizzard 2 (L);Longblades;88;41;21.010;0
MAKO Blizzard 3 (L);Longblades;113;43;26.831;0
MAKO Dissolver 1 (L);Longblades;74;45;17.725;0
MAKO Dissolver 2 (L);Longblades;100;47;23.777;0
MAKO FAL-1 (L);Longblades;12;38;2.922;0
MAKO FAL-2 (L);Longblades;34;40;8.236;0
MAKO FAL-3 (L);Longblades;44;42;10.644;0
MAKO FAL-3 Smuggler;Longblades;48;43;11.550;0
MAKO FAL-4 (L);Longblades;52;44;12.562;0
MAKO FAL-5 (L);Longblades;60;46;14.474;0
MAKO FAL-5 Smuggler;Longblades;68;48;16.442;0
MAKO FAL-TT (L);Longblades;11;33;2.650;0
MAKO Lightning 1 (L);Longblades;60;41;14.435;0
MAKO Lightning 2 (L);Longblades;92;43;21.935;0
MAKO Lightning 3 (L);Longblades;114;45;27.050;0
MAKO Lightning Smuggler;Longblades;98;50;23.554;0
MAKO Trainer (L);Longblades;1;35;0.250;0
MAKO Wildfire 1 (L);Longblades;68;43;16.329;0
MAKO Wildfire 2 (L);Longblades;96;45;22.857;0
MAKO Wildfire 3 (L);Longblades;115;47;27.268;0
Mann MPH;Laser;4;75;0.025;100
Mann MPH DLx;Laser;8;55;0.030;200
Mann MPH DlxE;Laser;12;40;0.520;500
Mann MPH DlxEFi;Laser;24;40;0.520;600
Mann MPH DlxEGrd;Laser;26;40;0.460;600
MANTA Bite 1 (L);Shortblades;60;56;14.370;0
MANTA Bite 2 (L);Shortblades;81;58;19.206;0
MANTA Chill 1 (L);Shortblades;41;50;9.860;0
MANTA Chill 2 (L);Shortblades;70;51;16.633;0
MANTA Chill 3 (L);Shortblades;90;54;21.327;0
MANTA Flame 1 (L);Shortblades;54;54;12.951;0
MANTA Flame 2 (L);Shortblades;78;56;18.508;0
MANTA Flame 3 (L);Shortblades;94;58;22.244;0
MANTA K-1 (L);Shortblades;9;48;2.175;0
MANTA K-2 (L);Shortblades;24;51;5.784;0
MANTA K-3 (L);Shortblades;33;52;7.942;0
MANTA K-3 Smuggler;Shortblades;36;54;8.703;0
MANTA K-4 (L);Shortblades;42;54;10.094;0
MANTA K-5 (L);Shortblades;48;57;11.520;0
MANTA K-5 Smuggler;Shortblades;54;59;13.024;0
MANTA K-TT (L);Shortblades;5;78;1.200;0
MANTA Strike 1 (L);Shortblades;48;51;11.528;0
MANTA Strike 2 (L);Shortblades;74;54;17.571;0
MANTA Strike 3 (L);Shortblades;92;56;21.785;0
Manticore Deathbringer;Power Fist;15;55;4.650;0
Manticore Deathbringer, Mentor Edition;Power Fist;18;66;4.750;0
Manuari Stoikow Anti-Materiel Rifle, Prototype (L);BLP;404;4; ;900
Manuari Stormer Anti-Materiel Rifle, Prototype (L);BLP;303;5; ;700
Marber BGH Annihilator;Plasma;270;20;1.000;6200
Marber Bravo-Type Plasma Annihilator;Plasma;99;13;0.900;2300
Marber Bravo-Type Plasma Annihilator Adjusted;Plasma;99;20;0.900;2300
Marber Bravo-Type Plasma Annihilator WOF Edition;Plasma;99;15;0.900;2300
Marber Echo-Type Plasma Annihilator;Plasma;87;12;1.510;2000
Marber Echo-Type Plasma Annihilator, SGA Edition;Plasma;87;16;1.500;2000
Marber Echo-Type Plasma Annihilator Mentor Ed.;Plasma;93;13;1.510;2100
Marber Foxtrot-Type Plasma Annihilator;Plasma;109;12;1.340;2500
Marber Foxtrot-Type Plasma Annihilator, Mentor Ed.;Plasma;119;14;4.000;2500
Marber Foxtrot-Type Plasma Annihilator, SGA Edition;Plasma;109;12;1.340;2500
Marber Tango-Type Plasma Annihilator;Plasma;225;5;34.842;2300
Marber Tango-Type Plasma Annihilator, SGA Edition;Plasma;225;6; ;2300
Marcato-9 Automatic Pistol (L);Laser;9;53;0.445;171
Marcato-9 RFZ Automatic Pistol (L);Laser;20;54;0.921;387
Marcato-9 Steampunk Automatic Pistol (L);Laser;30;55;1.494;570
MarCorp Kallous-1 (L);Laser;21;38;0.350;480
MarCorp Kallous-1, CDF Edition (L);Laser;21;38;0.002;515
MarCorp Kallous-2 (L);Laser;26;41;0.458;591
MarCorp Kallous-2, CDF Edition (L);Laser;26;41;0.002;637
MarCorp Kallous-3 (L);Laser;33;38;0.560;751
MarCorp Kallous-3, CDF Edition (L);Laser;33;38;0.002;807
MarCorp Kallous-4 (L);Laser;42;35;0.670;955
MarCorp Kallous-4, CDF Edition (L);Laser;42;35;0.002;1022
MarCorp Kallous-5 (L);Laser;30;61;0.700;658
MarCorp Kallous-5, CDF Edition (L);Laser;30;61;0.002;728
MarCorp Kallous-5, E.L.M Edition (L);Laser;30;61;0.010;727
MarCorp Kallous-5, MM Edition (L);Laser;30;61;0.010;727
MarCorp Kallous-5, RX Edition (L);Laser;30;61;0.010;727
MarCorp Kallous-6 (L);Laser;33;64;0.720;731
MarCorp Kallous-6, CDF Edition (L);Laser;33;64;0.002;803
MarCorp Kallous-7;Laser;53;61;0.990;1181
MarCorp Kallous-7 (L);Laser;53;61;0.990;1181
MarCorp Kallous-7, CDF Edition (L);Laser;53;61;0.003;1280
Marked Combat Knife (L);Shortblades;48;56;11.770;0
Marked Flamethrower (L);BLP;45;56;2.000;900
Marked HK 1675 (L);Laser;64;46; ;1330
Marked Psy-Sword (L);Longblades;91;33; ;0
Marked Scorpion (L);Laser;56;56; ;1117
Mar-Lighter Davidov;Laser;33;36;0.440;800
Mar-Peeker Davidov;Laser;16;27;0.060;400
Mar-Spark Davidov;Laser;30;36;0.470;700
Master Guards Spiked Club;Clubs;200;22;48.200;0
Master Guards Spiked Club (L);Clubs;200;22; ;0
Mature Argonaut's Claws (L);Power Fist;52;61;12.350;0
Mawlood Recruit Eagle (L);Laser;3;55;0.008;73
Mawlood Recruit Hawk (L);Laser;3;75;0.040;69
Mayhem Electric Attack Nanochip 15, Perfected;Electric;134.4;51.07;1.139;2638
Mayhem Force Mace Basher, Improved;Clubs;49;39;10.632;0
Mayhem Nano-Blade;Longblades;275;30;10.000;4500
Mayhem Nano-Blade, Modified;Longblades;275;33;9.000;4050
Mayhem Scintillator Azure;Laser;16;79;0.094;368
Mayhem Scintillator Cobalt;Laser;35;79;0.174;808
Mayhem Scintillator Heliotrope;Laser;52;79;0.269;1200
Mayhem Scintillator Viridian;Laser;65;79;0.260;1500
Maze Hammer;Clubs;8;22;1.928;0
Meckel & Loch ML-35;BLP;81;38;2.550;1700
Meckel & Loch ML-35, Adjusted;BLP;81;44;2.550;1690
Meckel & Loch ML-35, Mentor Edition;BLP;88;42;4.300;1800
Meckel & Loch ML-35, Modified;BLP;99;39;3.900;1900
Meckel & Loch ML-35, SGA Edition;BLP;84;38;3.274;1700
Meckel & Loch ML-45;BLP;110;27;5.000;2400
Meckel & Loch ML-45, Improved;BLP;124;31;5.000;2400
Meckel & Loch ML-65 (L);BLP;121;37;2.360;2650
Meckel & Loch PSG-45 Sniper;BLP;188;8;44.000;400
Mez-1 EnergyGlove;Power Fist;15;61;5.311;0
Microdot Majere's BFK (L);Shortblades;39;60;9.520;0
Mir-1 EnergyGlove;Power Fist;4;92;1.480;0
Mir-2 EnergyGlove;Power Fist;5;92;1.960;0
Mirath Fatal Shot (L);Laser;19;38;0.156;438
Mirath Long Shot (L);Laser;14;38;0.156;323
Mirath Sharp Shot (L);Laser;10;38;0.156;231
Modec VXT 100 (L);Laser;5;62;0.030;118
Modec VXT 300 (L);Laser;31;55;0.774;674
Modec VXT 700 (L);Laser;31;56;0.774;668
Modec VXT 900 (L);Laser;49;63;1.568;1024
Monria Boxing Gloves 12oz Lightweight (F,L);Power Fist;6;72; ;0
Monria Boxing Gloves 12oz Lightweight (M,L);Power Fist;6;72; ;0
Monria Boxing Gloves 18oz Lightweight (F,L);Power Fist;9;48; ;0
Monria Boxing Gloves 18oz Lightweight (M,L);Power Fist;9;48; ;0
Monria Boxing Gloves 36oz Middleweight (F,L);Power Fist;18;72; ;0
Monria Boxing Gloves 36oz Middleweight (M,L);Power Fist;18;72; ;0
Monria Boxing Gloves 54oz Middleweight (F,L);Power Fist;27;48; ;0
Monria Boxing Gloves 54oz Middleweight (M,L);Power Fist;27;48; ;0
Monria Boxing Gloves 70oz Heavyweight (F,L);Power Fist;30;72; ;0
Monria Boxing Gloves 70oz Heavyweight (M,L);Power Fist;30;72; ;0
Monria Boxing Gloves 90oz Heavyweight (F,L);Power Fist;45;48; ;0
Monria Boxing Gloves 90oz Heavyweight (M,L);Power Fist;45;48; ;0
Montgomery Anabolic;Laser;47;37;1.285;1000
Montgomery Anabolic (L);Laser;47;37;1.160;1000
Montgomery Anabolic (L) Adapted;Laser;62;50;1.482;1300
Montgomery Diabolic;Laser;57;43;1.621;1200
Montgomery Diabolic (L);Laser;57;43;1.470;1200
Moonshine PBP-32 (L);BLP;39;85; ;905
Moonshine PBP-62 (L);BLP;68;74;1.666;1477
Moonshine PBR-32 (L);BLP;61;55;0.590;1415
Moonshine PBR-62 (L);BLP;90;56; ;1954
Moonshine PLP-32 (L);Laser;45;74;0.434;1044
Moonshine PLP-62 (L);Laser;72;71;1.790;1561
Moonshine PLR-32 (L);Laser;74;45; ;1716
Moonshine PLR-62 (L);Laser;116;44; ;2516
M-Ray 1000 Laser Pistol;Laser;9;42;0.070;210
M-Ray 1000 Laser Pistol (L);Laser;9;42; ;210
M-Ray 2000 Laser Pistol (L);Laser;11;51; ;250
Mux-1 EnergyGlove;Power Fist;6;92;2.584;0
Mux-2 EnergyGlove;Power Fist;8;79;3.878;0
Nano Dai-Katana (L);Longblades;71;57;17.000;0
Nano Dai-Katana, SGA Edition;Longblades;71;57;17.207;0
Nano Katana;Longblades;64;55;15.225;0
Nano Katana (L);Longblades;64;55;15.000;0
Newlander Knife (L);Shortblades;24;44; ;0
NI Basic Longblade (L);Longblades;11;33; ;0
NIP;Laser;8;44;0.020;200
NIP P1 (L);Laser;18;48;2.038;250
NIP P2 (L);Laser;27;51;3.800;300
NIP P3 (L);Laser;40;56; ;350
NIP P4 (L);Laser;47;61; ;400
NIP P5 (L);Laser;68;67;12.666;450
Noob Club (L);Clubs;6;33;1.451;0
Nuskha Contribution (L);Longblades;30;41; ; 
Odin;Laser;49;51;2.380;1000
Old Jack's Nimble HK (L);Laser;50;56;1.200;1100
Old Pirates Pistol (L);BLP;13;70; ;284
Omegaton ASG-1 Pig;BLP;82;26;3.110;1700
Omegaton ASG-2 Swine Deluxe;BLP;123;41;20.811;2400
Omegaton ASG-3 Warthog;BLP;94;32;5.020;1800
Omegaton ASG-3 Warthog, Adjusted;BLP;97;35;5.020;1800
Omegaton ASG-3 Warthog, SGA Edition;BLP;97;32; ;1800
Omegaton ASG-4 Wildboar (L);BLP;72;58;0.300;1690
Omegaton ASG-12 Bucketful;BLP;82;50;1.270;1830
Omegaton ASG-12 Bucketful (L);BLP;82;50;1.270;1830
Omegaton ASG-12 Bucketful, CDF Edition (L);BLP;82;50;0.004;1957
Omegaton ASG-12 Fletcher (L);BLP;91;48;1.600;2010
Omegaton ASG-12 Fletcher, CDF Edition (L);BLP;91;48;0.004;2170
Omegaton ASG-12 Fragfire (L);BLP;139;42;3.150;2955
Omegaton ASG-12 Fragfire, CDF Edition (L);BLP;139;42;0.005;3270
Omegaton Bur Ning (L);Shortblades;96;46;22.907;0
Omegaton Caus Tik (L);Longblades;129;34;30.758;0
Omegaton Chillwind (L);Shortblades;112;49; ;0
Omegaton Flashfire;Shortblades;84;44;20.502;0
Omegaton Flashfire (L);Shortblades;84;44;20.257;0
Omegaton Flashfire, SGA Edition (L);Shortblades;86;44; ; 
Omegaton Frostbite (L);Longblades;152;36;36.463;0
Omegaton Full Spectrum Sword (L);Longblades;162;37; ;0
Omegaton Igni L1000;Laser;40;61;0.820;890
Omegaton Igni L1000 (L);Laser;40;61;0.764;890
Omegaton Igni L1000, CDF Edition (L);Laser;40;61;0.003;972
Omegaton Igni L1010 (L);Laser;44;65;0.890;979
Omegaton Igni L1010, CDF Edition (L);Laser;44;65;0.003;1068
Omegaton Igni L1011 (L);Laser;53;61;0.990;1185
Omegaton Igni L1011, CDF Edition (L);Laser;53;61;0.003;1284
Omegaton Igni L1011, MM Edition (L);Laser;53;61;0.010;1283
Omegaton Igni L1011, RX Edition (L);Laser;53;61;0.010;1283
Omegaton Igni L1100 (L);Laser;70;54;1.140;1560
Omegaton Igni L1100, CDF Edition (L);Laser;70;54;0.003;1674
Omegaton Igni L1100E;Laser;73;56;1.260;1615
Omegaton Igni L1100E (L);Laser;73;56;1.255;1615
Omegaton Igni L1100E, CDF Edition (L);Laser;73;56;0.004;1740
Omegaton Igni L1200 (L);Laser;85;60;1.520;1868
Omegaton Igni L1200, CDF Edition (L);Laser;85;60;0.005;2020
Omegaton Igni L1210 (L);Laser;82;65;1.440;1799
Omegaton Igni L1210, CDF Edition (L);Laser;82;65;0.005;1943
Omegaton Igni L2000 (L);Laser;84;68;1.520;1829
Omegaton Igni L2000, CDF Edition (L);Laser;84;68;0.005;1981
Omegaton Igni L2020 (L);Laser;85;69;1.552;1843
Omegaton Igni L2020, CDF Edition (L);Laser;85;69;0.005;1998
Omegaton Jupiter (L);Longblades;141;35; ;0
Omegaton Kaleidoscopic Nightmare (L);Shortblades;118;50; ;0
Omegaton Lightning Dagger (L);Shortblades;105;47; ;0
Omegaton M61A5;Laser;77;23;2.500;1700
Omegaton M61A5, Adjusted;Laser;102;32;0.120;2300
Omegaton M71A1;Laser;80;30;1.300;1800
Omegaton M71A2;Laser;85;32;1.300;1900
Omegaton M71A2, Ancient;Laser;85;32; ;1900
Omegaton M71A2, Modified;Laser;156;38;2.490;3300
Omegaton M83 Predator;Laser;139;37;2.400;3058
Omegaton M83 Predator (L);Laser;139;37;2.400;3058
Omegaton M83 Predator, CDF Edition (L);Laser;139;37;0.005;3298
Omegaton M87 Prowler (L);Laser;116;54;2.264;2496
Omegaton M87 Prowler, CDF Edition (L);Laser;116;54;0.005;2722
Omegaton M91 Stalker (L);Laser;116;55;2.350;2478
Omegaton M91 Stalker, Augmented;Laser;165;46;3.910;3419
Omegaton M91 Stalker, CDF Edition (L);Laser;116;55;0.005;2713
Omegaton M2100;Laser;4;44;0.020;100
Omegaton M2100A1 (L);Laser;5;70;0.018;118
Omegaton M2200;Laser;3;40;0.020;100
Omegaton M2201;Laser;4;75;0.020;100
Omegaton M2201A1;Laser;8;55;0.030;200
Omegaton M2722;Laser;22;40;0.520;500
Omegaton M2722, Adjusted;Laser;31;60;0.490;700
Omegaton M2725, Mentor Edition;Laser;25;43;1.000;500
Omegaton M2732;Laser;25;40;0.250;600
Omegaton M2732A1;Laser;26;40;0.470;600
Omegaton M2870;Laser;36;50;0.820;800
Omegaton M2870, Ancient (range 38.5);Laser;36;50;0.900;800
Omegaton M2870, Ancient (range 55.0);Laser;36;50; ;800
Omegaton M2870, Improved;Laser;63;67;0.500;1400
Omegaton M2870, Improved, SGA Edition;Laser;65;67;0.957;1400
Omegaton M2870, Improved, TWEN Edition;Laser;63;74;0.450;1260
Omegaton M2875;Laser;44;60;0.650;1000
Omegaton M2890;Laser;48;48;0.600;1100
Omegaton M2910;Laser;51;55;1.200;1100
Omegaton M2930;Laser;54;30;2.200;1100
Omegaton M2930, Mentor Edition;Laser;57;60;2.000;1200
Omegaton Mayhem Power Claw Cleaver, Modified;Power Fist;55;81;11.859;0
Omegaton Neptune (L);Shortblades;85;67;20.000;0
Omegaton Neptune, MM Edition (L);Shortblades;85;67;0.008;2003
Omegaton Power Claw, Mentor Edition;Power Fist;20;63;4.913;0
Omegaton Power Claw Cleaver (L);Power Fist;55;73;13.177;0
Omegaton Power Claw Piercer (L);Power Fist;33;61;7.943;0
Omegaton Power Claw Stabber (L);Power Fist;45;66;10.809;0
Omegaton Prismatic Enblade (L);Shortblades;87;72;20.398;0
Omegaton Saturn (L);Shortblades;92;66;21.600;0
Omegaton Sunstorm (L);Longblades;113;33;27.051;0
Omegaton Z1001;BLP;20;33;2.100;300
Omegaton Z1002;BLP;29;43;3.200;400
Omegaton Z1002A1;BLP;32;46;2.780;500
Omegaton Z1002A1, Ancient;BLP;32;46;2.780;500
Omegaton Z1101;BLP;39;55;3.600;600
Omegaton Z1102;BLP;40;52;4.000;600
OmegaTrek P36 (L);Laser;59;60; ;1190
OmegaTrek P41 (L);Laser;64;60; ;1287
OmegaTrek P46 (L);Laser;70;60;3.200;1390
OmegaTrek P52 (L);Laser; ; ; ; 
Omicron Sticky Launcher;Grenade;35;37; ;750
Oompa Jaw Breaker (L);Clubs;35;41; ;0
Oompa Skull Crusher (L);Clubs;50;41; ;0
Ophidian Blade B-100 (L);Longblades;11;33;2.650;0
Ophidian Blade M1 (L);Longblades;9;38;2.153;0
Ophidian Blade M2 (L);Longblades;14;38;3.348;0
Ophidian Blade M3 (L);Longblades;18;38;4.304;0
Ophidian Blade M4 (L);Longblades;21; ; ; 
Orgasmatron Axe (L);Axes;68;37;16.180;0
Orgasmatron Axe (L) Brutal;Axes;78;36;18.590;0
Ozpyn BP S1X1;BLP;18;39;0.352;400
Ozpyn BP S1X2;BLP;24;42;1.850;400
Ozpyn BP S1X3;BLP;31;51;2.500;500
Ozpyn BP S1X4;BLP;48;67;3.611;821
Ozpyn BPX - P1 (L);BLP;5;68;0.112;110
Ozpyn BPX - P2 (L);BLP;6;70;0.144;131
Ozpyn BPX - P3 (L);BLP;8;69;0.188;175
Ozpyn BPX - P4 (L);BLP;13;70;0.309;284
Ozpyn BPX - P5 (L);BLP;16;69; ;350
Ozpyn BPX - P6 (L);BLP;19;70;0.447;415
Ozpyn BPX - P7 (L);BLP;23;67; ;504
Ozpyn BPX - P8 (L);BLP;28;69;0.669;610
Ozpyn BPX - P9 (L);BLP;33;67;0.757;722
Ozpyn BPX - P11 (L);BLP;42;69; ;915
Ozpyn BPX - P12 (L);BLP;49;68; ;1072
Ozpyn BRS - P1 (L);BLP;6;52;0.140;131
Ozpyn BRS - P2 (L);BLP;11;52;0.248;241
Ozpyn BRS - P3 (L);BLP;14;52;0.322;306
Ozpyn BRS - P4 (L);BLP;17;52;0.405;370
Ozpyn BRS - P5 (L);BLP;22;53; ;480
Ozpyn BRS - P6 (L);BLP;28;53;0.660;610
Ozpyn BRS - P7 (L);BLP;30;54;0.706;653
Ozpyn BRS - P8 (L);BLP;36;53;0.822;786
Ozpyn BRS - P9 (L);BLP;41;54; ;894
Ozpyn BRS - P11 (L);BLP;56;53;1.296;1220
Ozpyn BRS - P12 (L);BLP;60;54; ;1306
Ozpyn Chon S1X1;Laser;6;67;0.221;123
Ozpyn HK S1X1;Laser;77;42;3.953;1500
Ozpyn Infused Blade Mk. I (L);Shortblades;3;79; ; 
Ozpyn Infused Blade Mk. II (L);Shortblades;4;79;0.958;0
Ozpyn Infused Blade Mk. III (L);Shortblades;6;80; ;0
Ozpyn Infused Blade Mk. IV (L);Shortblades;10;80;2.393;0
Ozpyn Infused Blade Mk. IX (L);Shortblades;27;83; ;0
Ozpyn Infused Blade Mk. V (L);Shortblades;14;81;3.349;0
Ozpyn Infused Blade Mk. X (L);Shortblades;30;84;7.160;0
Ozpyn LPX-P1 (L);Laser;4;66;0.096;87
Ozpyn LPX-P2 (L);Laser;6;67;0.149;130
Ozpyn LPX-P3 (L);Laser;7;67;0.149;152
Ozpyn LPX-P4 (L);Laser;11;67;0.255;240
Ozpyn LPX-P5 (L);Laser;14;65;0.359;302
Ozpyn LPX-P6 (L);Laser;17;67;0.403;370
Ozpyn LPX-P7 (L);Laser;20;68;0.467;436
Ozpyn LPX-P8 (L);Laser;28;63;0.677;608
Ozpyn LPX-P9 (L);Laser;33;63;0.803;716
Ozpyn LPX-P10 (L);Laser;40;61;0.991;866
Ozpyn LPX-P11 (L);Laser;44;64;1.094;952
Ozpyn LPX - P12 (L);Laser;53;61; ;1142
Ozpyn LR S1X1;Laser;9;51;0.200;200
Ozpyn LR S1X3;Laser;36;44;0.790;800
Ozpyn LR S1X4;Laser;110;42;3.000;2380
Ozpyn LRS - P1 (L);Laser;6;44;0.137;131
Ozpyn LRS - P2 (L);Laser;11;43;0.252;240
Ozpyn LRS - P3 (L);Laser;14;43;0.325;305
Ozpyn LRS - P4 (L);Laser;19;40;0.450;413
Ozpyn LRS - P8 (L);Laser;47;41;1.100;1022
Ozpyn LRS - P9 (L);Laser;54;41; ;1180
Ozpyn LRS - P10 (L);Laser;60;42;1.440;1302
Ozpyn RLB S1X1;Longblades;76;33;18.370;0
Ozpyn RLB S1X2;Longblades;86;33;20.780;0
Ozpyn RSB S1X1;Shortblades;23;44;5.600;0
Ozpyn RSB S1X2;Shortblades;58;44;14.014;0
Ozpyn Tempered Sword Mk. I (L);Longblades;6;39;1.442;0
Ozpyn Tempered Sword Mk. II (L);Longblades;11;39;2.642;0
Ozpyn Tempered Sword Mk. III (L);Longblades;14;40; ;0
Ozpyn Tempered Sword Mk. IV (L);Longblades;18;40;4.310;0
Ozpyn Tempered Sword Mk. IX (L);Longblades;51;42; ; 
Ozpyn Tempered Sword Mk. V (L);Longblades;23;40; ;0
Ozpyn Tempered Sword Mk. VI (L);Longblades;30;41; ; 
Ozpyn Tempered Sword Mk. VII (L);Longblades; ; ; ; 
Ozpyn Tempered Sword Mk. VIII (L);Longblades;44;42; ;0
Ozpyn Tempered Sword Mk. X (L);Longblades;57;42; ;0
Ozpyn Tempered Sword Mk. XI (L);Longblades;65;43; ; 
Ozpyn Ying S1X2 (L);BLP;28;67;0.900;590
Ozpyn Ying S1X3 (L);BLP;38;67; ;800
P.I.G - 1;BLP;43;46; ;800
Philosopher's Sword;Longblades;44;56;10.491;0
Photonic Mayhem P1 (L);Laser;16;56;0.190;360
Photonic Mayhem P2 (L);Laser;30;56; ;674
Photonic Mayhem P3 (L);Laser;39;56;0.470;876
Photonic Mayhem P4 (L);Laser;52;56;0.620;1168
Photonic Mayhem P5 (L);Laser;72;56;0.860;1618
Photonic Mayhem P6 (L);Laser;92;56;1.100;2068
Photonic Mayhem P7 (L);Laser;103;56; ;2317
Photonic Mayhem R1 (L);Laser;19;44;0.225;427
Photonic Mayhem R2 (L);Laser;33;44;0.400;741
Photonic Mayhem R3 (L);Laser;46;44;0.550;1034
Photonic Mayhem R4 (L);Laser;58;44;0.700;1303
Photonic Mayhem R5 (L);Laser;80;44; ;1797
Photonic Mayhem R6 (L);Laser;106;44;1.260;2384
Photonic Mayhem R7 (L);Laser;122;44;1.540;2742
Pickaxe PA-22 (L);Clubs;39;65;9.243;0
Pickaxe PA-27 (L);Clubs;45;65;10.665;0
Pickaxe PA-32 (L);Clubs;50;65; ;0
Pickaxe PA-37 (L);Clubs;53;67; ;0
Pilot Pistol Rank 1 (L);Laser;3;67;0.283;44
Pilot Pistol Rank 3 (L);Laser;7;74; ;70
Piron PBP-0 (L);BLP;4;75;0.128;84
Piron PBP-2 (L);BLP;5;85;0.049;116
Piron PBP-7 (L);BLP;13;85;0.126;301
Piron PBP-10;BLP;23;68;1.620;493
Piron PBP-12 (L);BLP;20;85;0.194;464
Piron PBP-15;BLP;40;58;2.858;857
Piron PBP-17 (L);BLP;25;85;0.242;580
Piron PBP-20;BLP;59;48;4.122;1264
Piron PBP-22 (L);BLP;30;85;0.290;696
Piron PBP-25;BLP;80;38;5.650;1666
Piron PBP-27 (L);BLP;35;85;0.339;812
Piron PBP-32 (L);BLP;39;85;0.378;905
Piron PBP-37 (L);BLP;43;85;0.416;998
Piron PBP-42 (L);BLP;52;76;1.264;1130
Piron PBP-47 (L);BLP;56;76;1.330;1217
Piron PBP-52 (L);BLP;60;76;1.457;1304
Piron PBP-57 (L);BLP;63;76;1.541;1368
Piron PBP-62 (L);BLP;68;74;1.660;1477
Piron PBR-0 (L);BLP;4;65;0.138;83
Piron PBR-2 (L);BLP;8;55;0.084;185
Piron PBR-7 (L);BLP;20;55;0.205;475
Piron PBR-10;BLP;27;59;1.923;579
Piron PBR-12 (L);BLP;31;55;0.302;719
Piron PBR-15;BLP;47;49;3.358;1007
Piron PBR-17 (L);BLP;39;55;0.385;904
Piron PBR-20;BLP;75;39;5.358;1607
Piron PBR-22 (L);BLP;47;55;0.459;1090
Piron PBR-25;BLP;90;33;6.250;1875
Piron PBR-27 (L);BLP;54;55;0.530;1252
